Code,Date,T0,T0.5,Dose Rate (mg/L),CHCl3,CHCl2Br,CHClBr2,CHBr3,TTHM,pH,COND,Turb,Cl,Br,COLOUR,FOC,UVA,30 min decay,SUVA
SW38,11/07/2019,6.1,7.6,7.2,31,41,54,27,150,8.16,75.0,0.2,110.0,0.02,1.0,1.3,0.027,-1.5,2.076923076923077
SW38,11/07/2019,12.0,12.4,11.8,38,40,50,26,150,8.16,75.0,0.2,110.0,0.02,1.0,1.3,0.027,-0.40000000000000036,2.076923076923077
SW39,6/06/2019,1.1,1.1,1.13,21,56,94,39,210,6.95,34.0,0.4,85.0,0.07,1.0,4.6,0.036,0.0,0.782608695652174
SW39,6/06/2019,2.08,1.91,2.12,29,66,98,36,230,6.95,34.0,0.4,85.0,0.07,1.0,4.6,0.036,0.17000000000000015,0.782608695652174
SW39,6/06/2019,4.3,4.0,4.5,45,78,100,34,260,6.95,34.0,0.4,85.0,0.07,1.0,4.6,0.036,0.2999999999999998,0.782608695652174
SW39,6/06/2019,6.4,6.2,6.7,55,81,90,28,250,6.95,34.0,0.4,85.0,0.07,1.0,4.6,0.036,0.20000000000000018,0.782608695652174
SW39,6/06/2019,9.8,10.2,10.6,80,88,85,25,280,6.95,34.0,0.4,85.0,0.07,1.0,4.6,0.036,-0.3999999999999986,0.782608695652174
SW40,7/03/2019,0.98,0.93,0.99,35,46,44,8,130,6.7,22.0,0.4,55.0,0.03,1.0,1.5,0.019,0.04999999999999993,1.2666666666666666
SW40,7/03/2019,2.0,1.75,1.9,40,47,43,8,140,6.7,22.0,0.4,55.0,0.03,1.0,1.5,0.019,0.25,1.2666666666666666
SW40,7/03/2019,3.5,4.1,4.1,57,57,48,8,170,6.7,22.0,0.4,55.0,0.03,1.0,1.5,0.019,-0.5999999999999996,1.2666666666666666
SW40,7/03/2019,6.0,5.8,6.4,63,56,46,8,170,6.7,22.0,0.4,55.0,0.03,1.0,1.5,0.019,0.20000000000000018,1.2666666666666666
SW40,7/03/2019,10.0,10.2,10.2,100,67,50,8,220,6.7,22.0,0.4,55.0,0.03,1.0,1.5,0.019,-0.1999999999999993,1.2666666666666666
SW43,20/03/2019,1.08,0.28,1.08,8,8,7,2,25,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,0.8,1.2187499999999998
SW43,20/03/2019,1.94,0.52,1.94,12,22,33,27,94,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.42,1.2187499999999998
SW43,20/03/2019,4.0,2.6,4.0,28,52,76,37,190,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.4,1.2187499999999998
SW43,20/03/2019,5.9,4.3,5.9,86,100,100,37,320,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.6000000000000005,1.2187499999999998
SW43,20/03/2019,9.4,8.0,9.4,170,130,100,28,430,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.4000000000000004,1.2187499999999998
SW44,13/03/2019,1.01,0.42,1.01,6,6,4,1,17,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,0.5900000000000001,1.2187499999999998
SW44,13/03/2019,2.02,0.62,2.02,10,17,25,17,69,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.4,1.2187499999999998
SW44,13/03/2019,4.0,2.4,4.0,32,54,74,36,200,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.6,1.2187499999999998
SW44,13/03/2019,5.8,4.4,5.8,76,91,93,33,290,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.3999999999999995,1.2187499999999998
SW44,13/03/2019,9.9,8.0,9.9,190,130,100,26,450,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.9000000000000004,1.2187499999999998
SW46,6/03/2019,0.98,0.08,0.99,7,8,6,2,23,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,0.9,1.2187499999999998
SW46,6/03/2019,2.0,0.53,1.9,10,16,24,19,69,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,1.47,1.2187499999999998
SW46,6/03/2019,3.5,2.6,4.1,32,53,70,36,190,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,0.8999999999999999,1.2187499999999998
SW46,6/03/2019,6.0,3.7,6.4,82,84,93,34,300,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,2.3,1.2187499999999998
SW46,6/03/2019,10.0,7.2,10.2,180,140,110,30,460,8.67,58.0,1.9,65.0,0.3,5.0,6.4,0.078,2.8,1.2187499999999998
SW48,11/12/2019,0.89,0.08,0.93,1,5,7,6,18,7.44,33.0,0.7,80.0,0.44,3.0,5.0,0.049,0.81,0.98
SW48,11/12/2019,2.1,0.33,2.0,5,13,29,40,87,7.44,33.0,0.7,80.0,0.44,3.0,5.0,0.049,1.77,0.98
SW48,11/12/2019,4.0,2.4,4.1,15,41,75,46,180,7.44,33.0,0.7,80.0,0.44,3.0,5.0,0.049,1.6,0.98
SW48,11/12/2019,5.9,4.1,6.1,33,70,87,37,230,7.44,33.0,0.7,80.0,0.44,3.0,5.0,0.049,1.8000000000000007,0.98
SW48,11/12/2019,11.6,7.4,11.2,65,110,110,38,320,7.44,33.0,0.7,80.0,0.44,3.0,5.0,0.049,4.199999999999999,0.98
SW49,6/05/2021,1.01,0.18,1.04,2,2,4,14,22,7.29,42.0,0.5,90.0,0.5,5.0,5.0,0.052,0.8300000000000001,1.04
SW49,6/05/2021,1.89,0.85,1.93,3,5,34,74,120,7.29,42.0,0.5,90.0,0.5,5.0,5.0,0.052,1.04,1.04
SW49,6/05/2021,4.1,3.1,4.3,10,45,110,98,260,7.29,42.0,0.5,90.0,0.5,5.0,5.0,0.052,0.9999999999999996,1.04
SW49,6/05/2021,6.4,4.9,6.5,23,95,130,83,330,7.29,42.0,0.5,90.0,0.5,5.0,5.0,0.052,1.5,1.04
SW49,6/05/2021,10.6,9.0,10.6,40,120,130,56,350,7.29,42.0,0.5,90.0,0.5,5.0,5.0,0.052,1.5999999999999996,1.04
SW50,11/03/2020,0.92,0.51,0.92,7,8,8,3,26,9.43,59.0,0.4,135.0,0.24,3.0,5.0,0.044,0.41000000000000003,0.8799999999999999
SW50,11/03/2020,2.0,1.31,2.0,9,17,26,20,72,9.43,59.0,0.4,135.0,0.24,3.0,5.0,0.044,0.69,0.8799999999999999
SW50,11/03/2020,3.8,3.4,3.8,32,44,56,34,170,9.43,59.0,0.4,135.0,0.24,3.0,5.0,0.044,0.3999999999999999,0.8799999999999999
SW50,11/03/2020,6.0,5.5,6.0,94,74,69,32,270,9.43,59.0,0.4,135.0,0.24,3.0,5.0,0.044,0.5,0.8799999999999999
SW50,11/03/2020,9.6,8.8,9.6,150,92,72,26,340,9.43,59.0,0.4,135.0,0.24,3.0,5.0,0.044,0.7999999999999989,0.8799999999999999
SW51,22/08/2018,0.81,1.09,0.81,17,49,81,41,190,8.03,50.0,0.3,90.0,0.02,1.0,1.5,0.013,-0.28,0.8666666666666666
SW51,22/08/2018,1.62,1.66,1.62,18,51,82,42,190,8.03,50.0,0.3,90.0,0.02,1.0,1.5,0.013,-0.039999999999999813,0.8666666666666666
SW52,7/04/2016,0.86,0.17,0.86,2,4,8,10,24,7.4,36.0,1.1,90.0,0.3,3.0,4.0,0.043,0.69,1.075
SW52,7/04/2016,1.67,0.75,1.67,5,9,25,41,80,7.4,36.0,1.1,90.0,0.3,3.0,4.0,0.043,0.9199999999999999,1.075
SW52,7/04/2016,3.6,2.4,3.6,13,29,63,53,160,7.4,36.0,1.1,90.0,0.3,3.0,4.0,0.043,1.2000000000000002,1.075
SW52,7/04/2016,5.6,4.1,5.6,30,61,86,48,230,7.4,36.0,1.1,90.0,0.3,3.0,4.0,0.043,1.5,1.075
SW52,7/04/2016,9.2,8.0,9.2,57,86,94,39,280,7.4,36.0,1.1,90.0,0.3,3.0,4.0,0.043,1.1999999999999993,1.075
SW53,16/12/2015,0.92,0.28,0.93,1,4,9,14,31,7.55,33.0,0.4,80.0,0.3,3.0,4.4,0.032,0.64,0.7272727272727273
SW53,16/12/2015,2.1,1.04,1.9,1,11,30,36,77,7.55,33.0,0.4,80.0,0.3,3.0,4.4,0.032,1.06,0.7272727272727273
SW53,16/12/2015,4.0,3.0,3.9,13,34,58,36,140,7.55,33.0,0.4,80.0,0.3,3.0,4.4,0.032,1.0,0.7272727272727273
SW53,16/12/2015,5.9,4.8,5.9,27,49,60,29,160,7.55,33.0,0.4,80.0,0.3,3.0,4.4,0.032,1.1000000000000005,0.7272727272727273
SW53,16/12/2015,10.2,8.6,10.0,32,52,56,22,160,7.55,33.0,0.4,80.0,0.3,3.0,4.4,0.032,1.5999999999999996,0.7272727272727273
SW54,6/12/2017,1.01,0.27,1.01,4,18,23,11,56,7.09,33.0,1.0,80.0,0.34,7.0,4.2,0.069,0.74,1.6428571428571428
SW54,6/12/2017,2.0,0.92,2.0,8,30,47,42,130,7.09,33.0,1.0,80.0,0.34,7.0,4.2,0.069,1.08,1.6428571428571428
SW54,6/12/2017,4.3,3.2,4.3,35,75,94,46,250,7.09,33.0,1.0,80.0,0.34,7.0,4.2,0.069,1.0999999999999996,1.6428571428571428
SW54,6/12/2017,6.3,4.8,6.3,67,92,100,38,300,7.09,33.0,1.0,80.0,0.34,7.0,4.2,0.069,1.5,1.6428571428571428
SW54,6/12/2017,10.4,8.6,10.4,120,110,100,35,360,7.09,33.0,1.0,80.0,0.34,7.0,4.2,0.069,1.8000000000000007,1.6428571428571428
SW55,4/05/2016,1.07,0.34,1.07,1,5,13,21,39,7.55,36.0,0.9,90.0,0.3,3.0,4.4,0.043,0.73,0.9772727272727272
SW55,4/05/2016,2.3,1.01,2.3,1,11,32,42,85,7.55,36.0,0.9,90.0,0.3,3.0,4.4,0.043,1.2899999999999998,0.9772727272727272
SW55,4/05/2016,4.2,3.1,4.3,9,36,69,47,160,7.55,36.0,0.9,90.0,0.3,3.0,4.4,0.043,1.1,0.9772727272727272
SW55,4/05/2016,6.3,5.1,6.2,19,51,74,36,180,7.55,36.0,0.9,90.0,0.3,3.0,4.4,0.043,1.2000000000000002,0.9772727272727272
SW55,4/05/2016,11.2,9.0,11.4,30,62,75,31,200,7.55,36.0,0.9,90.0,0.3,3.0,4.4,0.043,2.1999999999999993,0.9772727272727272
SW56,23/04/2013,1.1,0.9,1.1,14,40,71,43,168,7.23,41.0,0.2,75.0,0.07,1.0,1.9,0.021,0.20000000000000007,1.105263157894737
SW56,23/04/2013,2.1,2.0,2.1,28,51,69,34,182,7.23,41.0,0.2,75.0,0.07,1.0,1.9,0.021,0.10000000000000009,1.105263157894737
SW56,23/04/2013,4.3,4.0,4.3,37,53,64,33,187,7.23,41.0,0.2,75.0,0.07,1.0,1.9,0.021,0.2999999999999998,1.105263157894737
SW56,23/04/2013,6.3,6.1,6.3,46,66,76,36,224,7.23,41.0,0.2,75.0,0.07,1.0,1.9,0.021,0.20000000000000018,1.105263157894737
SW56,23/04/2013,11.0,10.4,11.0,68,71,68,33,240,7.23,41.0,0.2,75.0,0.07,1.0,1.9,0.021,0.5999999999999996,1.105263157894737
SW57,28/01/2014,0.9,0.6,0.9,1,3,13,46,62,7.33,40.0,0.6,80.0,0.26,2.0,2.4,0.018,0.30000000000000004,0.75
SW57,28/01/2014,2.0,1.5,2.0,3,11,42,65,121,7.33,40.0,0.6,80.0,0.26,2.0,2.4,0.018,0.5,0.75
SW57,28/01/2014,3.9,3.8,3.9,11,35,67,45,158,7.33,40.0,0.6,80.0,0.26,2.0,2.4,0.018,0.10000000000000009,0.75
SW57,28/01/2014,5.9,5.9,5.9,13,44,67,50,174,7.33,40.0,0.6,80.0,0.26,2.0,2.4,0.018,0.0,0.75
SW57,28/01/2014,9.6,9.6,9.6,29,63,71,35,198,7.33,40.0,0.6,80.0,0.26,2.0,2.4,0.018,0.0,0.75
